Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%.1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
Trea Turner,PHI,30,5,23,24,9,6,1,2,0,2,2,1,1,4,0,0,0,0,1,0,.391,5,9,5,2,72,20,52,0,0,0,4.2%,16.7%,0.25,.417,.609,1.025,.217,.474,0.56,26.3%,26.3%,47.4%,22.2%,0.0%,0.0%,0.0%,.423,2.0,5,1.9,-0.1,0.7,0.2,3.1,0.3,$2.4,6.8,166,0.16,-0.27,0.43,2.06,0.22,0.68,,0,0.24,-0.01,46.4%,93.8,27.5%,86.7,13.0%,88.9,4.3%,83.0,7.2%,86.0,1.4%,90.0,,,9.7%,,-0.6,3.1,-0.2,0.3,-0.2,-0.1,,-1.87,16.17,-2.20,11.53,-3.63,-8.09,,45.9%,77.1%,61.1%,47.1%,74.1%,63.6%,48.6%,62.5%,22.2%,0.2,27.8%,,12.5%,1.4%,,20.8%,29.2%,1.4%,,,6.9%,,,,94.2,,88.9,90.1,,94.1,86.3,83.9,,,85.9,,,1.2,,-0.3,-9.8,,1.1,2.9,-0.3,,,4.7,,,10.1,,6.1,1.2,,6.7,1.2,0.2,,,4.3,,,-1.9,,-0.2,-0.1,,1.1,3.7,-0.3,,,-0.2,,,-9.56,,-2.20,-8.09,,7.45,17.43,-27.48,,,-3.63,,,39.3%,75.0%,61.1%,36.4%,72.7%,63.6%,61.1%,17.4,0.1,0.2,0.0,30 - 30,2.1,0.1,0.0,31.6%,26.3%,42.1%,21.1%,47.4%,31.6%,20.8%,6.9%,,1.4%,29.2%,12.5%,1.4%,,,19.4%,29.2%,,86.0,,83.8,94.0,89.0,90.3,,,94.5,86.3,,4.6,,0.2,1.7,-0.1,-9.3,,,0.5,3.7,,3.1,,-1.0,8.9,5.1,-0.7,,,5.1,-0.2,,-0.2,,-0.3,-1.9,-0.2,-0.1,,,1.1,3.7,,-3.63,,-27.48,-8.92,-2.20,-8.09,,,7.69,17.43,,37.9%,76.7%,61.1%,45.5%,69.7%,63.6%,59.7%,17.4,,155,47,73,129,146,132,157,125,60,136,0,75,81,166,119,91,103,88.2,24.1,0,0.0%,107.8,7,36.8%,19,11.1%,33.3%,.275,.407,.293,0.3
Thairo Estrada,SFG,27,4,16,17,6,5,0,0,1,2,2,1,0,4,0,0,0,0,2,0,.375,5,3,3,0,60,15,45,1,1,1,5.9%,23.5%,0.25,.412,.563,.974,.188,.455,1.67,27.3%,45.5%,27.3%,0.0%,33.3%,20.0%,100.0%,.421,1.4,3,1.4,0.4,0.5,0.1,2.9,0.3,$2.4,5.0,168,0.20,-0.13,0.33,2.72,0.29,0.74,,0,0.24,0.03,46.7%,95.8,16.7%,84.3,5.0%,91.3,16.7%,83.2,15.0%,88.3,,,,,,,0.3,1.4,0.0,0.1,-0.3,,,1.17,13.74,-0.28,1.29,-3.40,,,37.5%,67.9%,51.7%,66.7%,84.2%,77.4%,46.7%,76.5%,11.7%,0.5,25.0%,,5.0%,,,21.7%,23.3%,10.0%,,,15.0%,,,,95.7,,91.2,,,95.8,83.8,83.3,,,88.3,,,-3.1,,1.4,,,-8.2,6.0,2.0,,,-3.8,,,9.5,,3.6,,,5.6,0.4,-4.3,,,4.3,,,-0.1,,0.0,,,0.4,1.7,-0.2,,,-0.3,,,-0.53,,-0.28,,,2.89,11.87,-2.64,,,-3.40,,,38.7%,65.5%,51.7%,58.3%,89.5%,77.4%,48.3%,18.3,0.5,0.4,0.1,27 - 27,1.9,0.1,0.0,33.3%,50.0%,16.7%,33.3%,50.0%,16.7%,35.3%,15.0%,,8.3%,20.0%,5.0%,,,,26.7%,25.0%,,88.5,,84.0,95.8,91.4,,,,96.1,83.6,,-3.3,,2.9,-5.7,1.4,,,,-4.4,6.8,,2.9,,-6.7,9.0,2.6,,,,4.6,-1.0,,-0.3,,-0.1,0.2,0.0,,,,0.1,1.6,,-3.40,,-1.97,1.58,-0.28,,,,0.67,10.68,,41.9%,62.1%,51.7%,61.5%,88.9%,77.4%,48.3%,18.3,,148,66,104,127,135,114,151,130,103,78,237,79,155,66,189,97,55,84.6,9.2,0,0.0%,108.9,4,33.3%,12,21.7%,33.3%,.289,.528,.371,0.3
Ty France,SEA,28,6,25,26,9,5,3,0,1,5,4,1,0,1,0,0,0,0,1,0,.360,10,9,5,1,95,32,63,0,0,0,3.8%,3.8%,1.00,.385,.600,.985,.240,.348,1.11,20.8%,41.7%,37.5%,11.1%,11.1%,0.0%,0.0%,.420,2.1,5,2.3,0.1,0.8,-0.5,3.3,0.3,$2.7,5.9,174,0.15,-0.65,0.80,2.90,0.33,1.38,,0,0.13,-0.02,40.4%,93.3,37.2%,84.9,7.4%,86.9,6.4%,76.0,8.5%,83.0,,,,,1.1%,,1.9,0.7,0.0,-0.5,0.1,,,5.03,1.98,0.59,-8.33,1.09,,,42.6%,75.0%,56.4%,78.3%,93.3%,86.8%,42.6%,50.0%,7.4%,0.6,27.7%,,17.0%,,,11.7%,28.7%,6.4%,,,8.5%,,,,93.7,,87.6,,,92.0,84.2,75.9,,,83.1,,,-0.8,,1.5,,,-8.8,1.6,5.4,,,8.7,,,9.4,,4.4,,,6.8,2.2,-7.2,,,2.7,,,1.7,,1.3,,,0.3,-0.6,-0.5,,,0.1,,,6.45,,7.93,,,2.54,-2.25,-8.33,,,1.09,,,34.8%,77.1%,56.4%,75.0%,91.9%,86.8%,51.1%,18.9,-0.3,0.2,0.1,28 - 28,2.8,0.0,0.3,50.0%,25.0%,25.0%,20.8%,54.2%,25.0%,11.5%,8.5%,,6.4%,27.7%,12.8%,,,,11.7%,33.0%,,83.4,,76.4,94.4,88.9,,,,92.6,85.0,,8.2,,5.3,-0.7,1.7,,,,-8.7,1.7,,1.3,,-8.9,8.3,3.9,,,,5.6,1.0,,0.1,,-0.5,1.7,1.1,,,,0.3,-0.4,,1.09,,-8.33,6.45,8.84,,,,2.54,-1.15,,34.7%,80.0%,56.4%,76.5%,91.7%,86.8%,47.9%,18.9,,145,43,17,119,147,149,119,113,96,98,90,124,72,101,125,107,77,84.5,16.7,1,4.2%,106.6,6,25.0%,24,10.5%,17.9%,.281,.440,.325,0.3
Charlie Blackmon,COL,36,6,21,23,7,4,2,0,1,4,3,0,0,3,2,0,0,0,0,0,.333,5,10,3,0,83,29,54,0,0,0,0.0%,13.0%,0.00,.391,.571,.963,.238,.353,0.50,16.7%,27.8%,55.6%,0.0%,10.0%,0.0%,0.0%,.414,1.8,5,1.3,0.1,0.7,-0.4,2.0,0.2,$1.6,2.6,147,0.37,-0.26,0.64,3.10,0.35,0.93,1.25,1,0.16,0.24,54.2%,94.1,13.3%,84.6,8.4%,87.4,9.6%,78.0,9.6%,81.8,4.8%,85.8,,,,,1.8,0.1,-0.2,0.2,0.1,-0.3,,4.07,0.47,-2.94,2.61,0.94,-6.62,,30.4%,62.2%,44.6%,57.1%,87.0%,75.7%,44.6%,73.9%,10.8%,0.2,47.0%,,9.6%,4.8%,,7.2%,12.0%,9.6%,,,9.6%,,,,93.7,,87.3,85.8,,95.4,84.5,78.0,,,81.6,,,-2.6,,-0.4,-7.8,,-2.8,1.7,4.5,,,-9.1,,,10.0,,7.0,1.8,,8.0,2.8,-7.8,,,6.3,,,2.4,,0.1,-0.3,,-0.6,-0.3,0.2,,,0.1,,,6.24,,1.65,-6.62,,-10.05,-2.87,2.61,,,0.94,,,28.2%,59.1%,44.6%,54.5%,84.6%,75.7%,53.0%,18.4,-0.3,0.0,-0.1,36 - 36,1.5,0.1,0.3,50.0%,33.3%,16.7%,33.3%,27.8%,38.9%,17.4%,9.6%,1.2%,8.4%,44.6%,12.0%,4.8%,,,7.2%,12.0%,,82.3,77.8,78.5,93.9,89.3,86.0,,,95.8,84.8,,-8.4,2.8,5.3,-2.0,-0.6,-7.4,,,-3.0,2.1,,3.9,-7.6,-10.5,8.7,4.7,0.5,,,6.6,0.6,,0.1,0.0,0.3,2.4,0.1,-0.3,,,-0.6,-0.3,,0.94,-4.42,3.61,6.60,1.24,-6.62,,,-10.05,-2.87,,28.9%,57.8%,44.6%,54.5%,84.6%,75.7%,54.2%,18.4,,132,0,57,121,137,144,117,79,63,159,71,118,103,66,189,54,127,80.8,22.4,2,11.1%,103.1,2,11.1%,18,20.5%,31.3%,.268,.510,.369,0.2
Myles Straw,CLE,28,6,18,25,6,5,1,0,0,4,2,5,0,2,1,0,1,0,4,0,.333,6,5,4,1,99,42,57,0,2,1,20.0%,8.0%,2.50,.500,.389,.889,.056,.375,1.20,26.7%,40.0%,33.3%,20.0%,0.0%,0.0%,50.0%,.414,1.9,5,1.9,-0.9,0.8,0.1,3.4,0.3,$2.7,6.4,164,0.50,-0.30,0.79,3.36,0.38,1.32,,0,0.30,0.07,58.2%,93.1,27.6%,83.7,5.1%,86.6,6.1%,79.5,3.1%,82.7,,,,,1.0%,,0.0,0.6,0.7,0.3,-0.1,,,-0.08,2.32,14.14,5.31,-2.43,,,16.0%,64.6%,39.8%,75.0%,93.5%,89.7%,49.0%,56.0%,4.0%,1.4,41.8%,,5.1%,1.0%,,14.3%,30.6%,1.0%,2.0%,,4.1%,,,,92.8,,86.6,94.0,,93.8,83.3,76.5,80.2,,84.6,,,-0.3,,2.7,-14.4,,-11.9,1.0,4.7,2.2,,0.3,,,9.1,,5.0,2.8,,3.2,2.5,-3.6,-3.7,,2.8,,,0.5,,0.7,0.0,,-0.8,1.0,0.0,0.0,,0.2,,,1.15,,14.14,-4.70,,-5.38,3.33,-4.42,-0.49,,5.52,,,16.3%,58.2%,39.8%,71.4%,93.8%,89.7%,56.1%,18.6,-0.8,0.7,0.5,28 - 28,3.3,0.0,0.2,29.4%,17.6%,52.9%,5.9%,70.6%,23.5%,28.0%,3.1%,,2.0%,42.9%,4.1%,,,,15.3%,32.7%,,83.3,,78.3,93.5,87.1,,,,94.6,84.1,,4.5,,5.2,-0.4,2.7,,,,-11.1,1.4,,0.3,,-7.5,8.0,3.9,,,,1.9,1.3,,-0.1,,-0.1,0.8,0.7,,,,-0.8,1.1,,-3.27,,-5.20,1.82,16.79,,,,-5.33,3.39,,16.7%,57.1%,39.8%,71.4%,93.8%,89.7%,57.1%,18.6,,135,224,36,155,95,34,128,144,92,87,0,73,51,214,35,139,72,86.0,12.9,0,0.0%,100.6,3,17.6%,17,18.2%,22.2%,.279,.315,.352,0.3
Bo Bichette,TOR,25,5,24,25,9,7,1,0,1,4,2,1,0,3,0,0,0,0,0,0,.375,8,4,9,0,96,30,66,1,0,0,4.0%,12.0%,0.33,.400,.542,.942,.167,.400,2.00,42.9%,38.1%,19.0%,0.0%,25.0%,12.5%,0.0%,.407,1.8,5,1.8,-0.6,0.8,0.2,2.5,0.3,$2.0,1.6,161,0.13,-0.35,0.48,2.28,0.25,0.91,,0,0.09,0.05,62.5%,95.0,14.6%,85.8,10.4%,87.6,7.3%,78.9,5.2%,84.0,,,,,,,3.1,-0.2,0.4,-0.9,-0.4,,,5.11,-1.60,3.60,-12.35,-8.64,,,39.2%,82.2%,59.4%,85.0%,86.5%,86.0%,46.9%,60.0%,8.3%,0.2,43.8%,,7.3%,,,18.8%,17.7%,7.3%,,,5.2%,,,,94.5,,85.9,,,95.9,86.8,78.8,,,84.0,,,-0.9,,1.8,,,0.2,2.0,2.3,,,5.6,,,9.6,,3.9,,,6.5,1.6,-6.7,,,5.9,,,2.6,,0.4,,,0.5,-0.2,-0.9,,,-0.5,,,6.16,,5.14,,,2.66,-1.32,-12.79,,,-9.26,,,34.0%,83.7%,59.4%,81.3%,85.4%,84.2%,51.0%,18.8,-0.4,-0.1,0.0,25 - 25,2.1,0.0,0.3,38.1%,28.6%,33.3%,14.3%,52.4%,33.3%,20.0%,5.2%,,7.3%,44.8%,5.2%,,,,17.7%,19.8%,,84.1,,78.7,94.6,85.1,,,,95.9,86.8,,5.0,,2.3,-0.4,0.0,,,,-1.1,2.6,,4.4,,-8.3,8.5,4.5,,,,5.4,0.2,,-0.5,,-0.9,3.2,-0.1,,,,-0.1,0.2,,-9.26,,-12.79,7.43,-1.25,,,,-0.75,1.04,,31.8%,82.7%,59.4%,78.6%,86.0%,84.2%,54.2%,18.8,,152,45,55,124,133,103,137,232,88,50,203,94,82,135,86,103,103,93.4,5.2,3,14.3%,109.0,9,42.9%,21,9.4%,17.7%,.404,.548,.426,0.3
DJ LeMahieu,NYY,34,4,17,18,5,2,1,1,1,4,2,1,0,6,0,0,0,0,0,0,.294,4,6,1,0,63,20,43,0,0,0,5.6%,33.3%,0.17,.333,.647,.980,.353,.400,0.67,9.1%,36.4%,54.5%,0.0%,16.7%,0.0%,0.0%,.407,1.3,3,1.3,0.0,0.6,-0.2,1.7,0.2,$1.4,5.1,161,0.08,-0.22,0.30,0.85,0.09,0.73,,0,0.08,0.03,58.7%,94.1,22.2%,85.1,,,7.9%,83.4,6.3%,87.8,4.8%,89.7,,,,,0.3,-0.1,,-0.4,-0.2,1.6,,0.75,-0.59,,-8.01,-4.33,53.97,,25.0%,64.5%,44.4%,50.0%,90.0%,78.6%,49.2%,72.2%,9.5%,0.0,23.8%,,3.2%,6.3%,,33.3%,25.4%,,1.6%,,6.3%,,,,93.8,,93.5,89.9,,94.7,83.4,,84.3,,85.8,,,-1.5,,-1.4,-8.4,,-6.4,1.3,,7.0,,-0.6,,,10.4,,3.5,3.1,,3.6,0.8,,-5.2,,-5.1,,,1.1,,-0.1,1.7,,-0.9,-0.4,,0.0,,-0.2,,,7.09,,-7.40,41.47,,-4.06,-2.35,,4.00,,-4.44,,,23.8%,54.8%,44.4%,40.0%,87.0%,78.6%,66.7%,17.8,-0.1,0.0,-0.1,34 - 34,1.3,0.0,0.1,27.3%,54.5%,18.2%,9.1%,45.5%,45.5%,44.4%,6.3%,,1.6%,23.8%,4.8%,6.3%,,,33.3%,23.8%,,86.0,,84.2,93.7,92.1,89.8,,,94.8,83.0,,0.1,,8.3,-0.9,-0.8,-7.7,,,-5.7,1.9,,-6.0,,-7.0,9.3,3.0,1.2,,,2.6,-0.8,,-0.2,,0.0,1.1,-0.4,1.7,,,-0.9,-0.2,,-4.44,,4.00,7.09,-11.87,41.47,,,-4.06,-1.12,,22.7%,56.1%,44.4%,40.0%,87.0%,78.6%,65.1%,17.8,,119,62,152,103,158,219,137,49,84,143,135,68,156,73,54,89,140,92.5,11.3,2,18.2%,110.5,7,63.6%,11,23.8%,33.3%,.205,.258,.239,0.2
Ryan Mountcastle,BAL,26,5,22,24,6,2,2,0,2,3,6,2,0,8,0,0,0,0,0,0,.273,5,5,4,0,95,26,69,0,0,0,8.3%,33.3%,0.25,.333,.636,.970,.364,.333,1.00,28.6%,35.7%,35.7%,0.0%,40.0%,0.0%,0.0%,.405,1.6,5,1.7,-0.2,0.7,-0.4,2.0,0.2,$1.6,0.6,159,0.22,-0.26,0.48,3.32,0.34,0.69,,0,0.14,0.18,40.0%,93.6,24.2%,82.7,20.0%,90.3,6.3%,80.2,8.4%,86.5,1.1%,86.0,,,,,2.4,0.3,-0.5,0.1,-0.4,-0.2,,6.32,1.44,-2.59,2.20,-5.25,-18.38,,48.4%,72.7%,56.8%,53.3%,87.5%,68.5%,34.7%,70.8%,17.9%,0.1,23.2%,,18.9%,,,17.9%,24.2%,6.3%,,,9.5%,,,,93.9,,90.0,,,93.0,82.7,80.1,,,86.2,,,-6.4,,1.2,,,-4.1,3.5,5.5,,,2.0,,,8.3,,5.9,,,4.1,0.8,3.4,,,3.6,,,1.1,,-0.5,,,1.1,0.3,0.1,,,-0.6,,,5.14,,-3.01,,,6.71,1.33,2.20,,,-7.05,,,43.6%,75.0%,56.8%,54.2%,76.7%,66.7%,42.1%,20.3,-0.6,0.0,0.0,26 - 26,1.8,0.0,0.1,14.3%,50.0%,35.7%,14.3%,42.9%,42.9%,50.0%,8.4%,,,23.2%,20.0%,1.1%,,,16.8%,30.5%,,86.7,,,94.5,90.9,86.0,,,93.4,82.6,,3.1,,,-5.6,2.2,-8.7,,,-3.7,4.7,,1.9,,,7.0,4.8,4.2,,,2.4,-0.3,,-0.5,,,1.1,-0.5,-0.2,,,1.1,0.4,,-5.63,,,5.14,-2.59,-18.38,,,6.82,1.51,,46.0%,68.9%,56.8%,52.2%,77.4%,66.7%,47.4%,20.3,,110,94,152,103,156,226,114,155,83,93,325,35,143,144,86,84,132,93.1,9.3,1,7.1%,109.9,8,57.1%,14,15.8%,33.7%,.237,.479,.344,0.3
Trent Grisham,SDP,26,6,21,24,5,1,2,0,2,4,2,3,0,5,0,0,0,0,0,1,.238,4,8,3,2,104,41,63,0,1,0,12.5%,20.8%,0.60,.333,.619,.952,.381,.214,0.50,20.0%,26.7%,53.3%,25.0%,25.0%,0.0%,0.0%,.397,1.5,4,1.6,0.0,0.7,0.1,2.1,0.2,$1.7,3.2,154,0.06,-0.29,0.35,-0.07,-0.01,0.69,,0,0.10,-0.01,52.4%,93.2,22.3%,85.1,,,10.7%,81.5,14.6%,85.6,,,,,1.0%,,2.9,-1.1,,-0.5,0.3,,,5.34,-4.63,,-4.88,1.73,,,33.3%,70.0%,47.6%,61.9%,78.6%,71.4%,38.8%,62.5%,13.5%,-0.4,34.0%,,2.9%,,,17.5%,21.4%,1.0%,7.8%,,15.5%,,,,93.8,,84.4,,,92.1,84.2,78.9,83.5,,85.7,,,-2.2,,2.1,,,-0.5,0.3,-4.1,-0.1,,-9.5,,,10.2,,2.2,,,6.3,1.8,-3.8,-4.5,,5.5,,,2.5,,-0.4,,,0.4,-0.8,0.1,-0.5,,0.3,,,7.12,,-14.19,,,1.95,-3.52,8.05,-6.42,,1.94,,,29.6%,67.3%,47.6%,56.3%,78.8%,71.4%,47.6%,19.8,0.1,-0.5,0.0,26 - 26,1.2,0.1,0.1,56.3%,12.5%,31.3%,12.5%,50.0%,37.5%,41.7%,15.5%,,8.7%,36.9%,,,,,14.6%,24.3%,,86.3,,83.5,94.1,,,,,92.8,84.8,,-8.8,,0.2,-0.9,,,,,-2.5,0.7,,3.1,,-6.7,7.8,,,,,4.3,-0.5,,0.3,,-0.4,2.4,,,,,0.4,-1.2,,1.94,,-4.81,6.39,,,,,2.90,-4.80,,31.6%,67.4%,47.6%,61.1%,77.4%,71.4%,44.7%,19.8,,94,141,92,103,148,231,71,95,60,153,178,133,39,124,71,97,123,97.1,27.7,3,18.8%,111.1,7,43.8%,16,13.5%,26.9%,.325,.570,.434,0.2
Julio Rodriguez,SEA,22,6,26,28,8,3,4,0,1,6,2,2,0,8,0,0,0,1,2,1,.308,6,10,2,0,95,34,61,1,0,0,7.1%,28.6%,0.25,.357,.577,.934,.269,.412,0.60,11.1%,33.3%,55.6%,0.0%,10.0%,16.7%,0.0%,.396,1.7,5,1.9,0.4,0.9,0.1,3.3,0.3,$2.6,6.2,157,0.06,-0.66,0.73,1.74,0.20,1.20,,0,0.31,-0.25,49.5%,94.2,29.5%,85.5,6.3%,86.2,6.3%,78.7,8.4%,83.1,,,,,,,1.7,-0.4,-0.9,0.4,0.9,,,3.53,-1.38,-15.01,6.83,11.60,,,42.9%,61.5%,50.5%,70.8%,87.5%,79.2%,41.1%,57.1%,10.5%,-0.1,37.9%,,16.8%,,,7.4%,23.2%,6.3%,,,8.4%,,,,93.9,,89.6,,,92.6,85.1,78.6,,,82.9,,,-0.7,,1.7,,,-8.0,0.1,1.5,,,4.7,,,10.2,,4.9,,,9.3,2.0,-3.3,,,4.2,,,0.1,,-1.3,,,1.9,-0.4,0.4,,,0.9,,,0.17,,-7.91,,,26.75,-1.62,7.02,,,11.60,,,36.0%,66.7%,50.5%,66.7%,83.3%,77.1%,47.4%,19.2,0.5,-0.1,0.2,22 - 22,1.9,0.0,-0.2,27.8%,44.4%,27.8%,16.7%,33.3%,50.0%,39.3%,8.4%,,6.3%,36.8%,17.9%,,,,8.4%,22.1%,,83.4,,79.1,94.6,90.1,,,,93.1,85.9,,4.2,,1.3,-0.5,-0.1,,,,-7.8,1.8,,2.6,,-4.6,9.1,3.3,,,,8.2,1.0,,0.9,,0.4,0.1,-1.3,,,,1.8,-0.3,,11.60,,7.02,0.40,-7.75,,,,22.39,-1.45,,36.7%,65.2%,50.5%,72.2%,80.0%,77.1%,48.4%,19.2,,124,80,130,111,141,167,141,60,77,145,81,69,127,112,100,66,154,91.8,12.9,3,16.7%,108.3,8,44.4%,18,13.7%,24.2%,.213,.440,.312,0.2
Joc Pederson,SFG,31,4,14,16,3,1,0,0,2,3,2,2,0,5,0,0,0,0,0,0,.214,2,6,1,0,78,29,49,0,0,0,12.5%,31.3%,0.40,.313,.643,.955,.429,.143,0.33,11.1%,22.2%,66.7%,0.0%,33.3%,0.0%,0.0%,.395,1.0,3,1.0,,0.5,-0.4,1.3,0.1,$1.0,1.6,150,0.00,-0.25,0.25,-0.64,-0.07,0.81,,0,0.06,-0.07,44.9%,95.8,12.8%,85.6,11.5%,92.2,3.8%,83.3,26.9%,88.1,,,,,,,1.6,0.8,-0.6,0.0,-0.8,,,4.67,7.89,-6.39,-0.17,-3.97,,,47.4%,85.7%,57.7%,59.3%,61.1%,60.0%,26.9%,56.3%,23.1%,0.2,39.7%,,11.5%,,,5.1%,12.8%,,3.8%,,26.9%,,,,95.7,,92.1,,,96.3,85.6,,82.9,,88.1,,,-7.1,,0.6,,,-10.2,3.2,,9.5,,-10.1,,,9.5,,4.8,,,1.9,2.3,,-4.8,,4.7,,,1.1,,-0.6,,,0.5,0.8,,0.0,,-0.8,,,3.66,,-6.39,,,12.51,7.89,,-0.17,,-3.97,,,44.2%,84.6%,57.7%,69.6%,50.0%,60.0%,33.3%,19.4,-0.4,0.0,0.1,31 - 31,1.2,0.1,0.1,66.7%,33.3%,0.0%,11.1%,44.4%,44.4%,56.3%,26.9%,,3.8%,39.7%,12.8%,,,,5.1%,11.5%,,88.2,,82.9,96.0,91.7,,,,96.3,85.5,,-9.4,,10.5,-6.3,1.3,,,,-9.6,4.8,,3.4,,-6.8,8.7,3.8,,,,0.6,0.6,,-0.8,,0.0,1.1,-0.5,,,,0.5,0.7,,-3.97,,-0.17,3.66,-5.32,,,,12.51,8.30,,41.5%,92.0%,57.7%,72.7%,47.8%,60.0%,32.1%,19.4,,85,141,138,97,154,260,47,53,50,191,237,157,103,0,63,86,145,99.1,20.1,4,44.4%,111.7,5,55.6%,9,5.1%,28.2%,.333,1.031,.579,0.1
